Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2010,Fall,ME,371,1,20,0,6,3,0,0,0,0,0,0,0,0,0,"Downing, Stephen D"
2010,Fall,ME,371,6,10,17,4,5,0,0,0,0,0,0,0,0,0,"Saif, M Taher A"
2010,Fall,MS,101,3,3,13,4,2,2,0,0,0,0,0,0,0,0,"Chen, Wenrui"
2010,Fall,MS,101,8,6,5,2,1,1,0,0,1,0,0,0,0,0,"Goel, Koeli M"
2010,Fall,MS,101,4,8,4,4,3,3,0,0,0,0,0,0,0,0,"Stanfill, Melissa K"
2010,Fall,MS,101,0,32,24,4,0,0,0,0,0,0,0,0,0,0,"Redmond, Dennis R"
2010,Fall,MS,101,0,15,3,5,3,2,0,0,0,0,0,0,0,1,"Rasmusson, Sarah L"
2010,Fall,MS,264,1,16,10,6,2,0,1,0,0,0,0,0,0,0,"Niesen, Molly"
2010,Fall,MS,326,1,4,8,8,10,7,7,5,2,1,0,1,0,0,"Kwon, Jungmin"
2010,Fall,MS,356,0,7,5,3,6,6,0,2,1,0,0,0,1,0,"Glennon, Ivy"
2010,Fall,MSE,280,4,17,2,16,14,8,3,2,2,2,3,0,0,0,"Dillon, Shen J"
2010,Fall,MUS,103,23,15,6,4,4,4,0,3,0,1,0,0,3,1,"Seo, Ju Ri"
2010,Fall,MUS,107,3,3,1,2,7,1,1,1,2,0,0,0,0,0,"Kim, Taehi"
2010,Fall,MUS,110,0,1,5,1,6,6,2,1,0,0,0,1,1,0,"Schokmiller, Michael G"
2010,Fall,MUS,133,0,75,0,0,49,0,0,15,0,0,5,0,10,3,"Turino, Thomas R"
2010,Fall,MUS,207,2,6,7,3,1,0,0,1,0,0,0,0,1,0,"Reyes, Deovides A"
2010,Fall,MUS,250,0,50,3,0,0,0,0,1,0,0,1,0,0,0,"Bergonzi, Louis S"
2010,Fall,MUS,250,0,25,3,2,0,0,0,0,0,0,0,0,0,1,"Shin, Ena"
2010,Fall,MUS,499,1,4,2,1,9,3,1,3,2,0,0,0,0,0,"Taylor, Stephen A"
2010,Fall,NPRE,201,0,38,22,3,1,1,0,1,0,0,0,0,1,0,"Singer, Clifford E"
2010,Fall,NRES,102,58,132,104,77,58,29,18,14,7,4,6,2,11,6,"David, Mark B"
2010,Fall,NRES,419,12,7,16,9,7,2,1,1,1,0,0,0,1,0,"Endress, Anton G"
2010,Fall,NUTR,510,3,11,0,0,9,0,0,6,0,0,3,0,0,0,"Swanson, Kelly S"
2010,Fall,PHIL,101,0,5,12,18,22,7,6,0,1,0,0,0,0,1,"Harper, Aaron M"
2010,Fall,PHIL,101,3,2,12,13,6,14,7,0,2,0,2,3,7,0,"O'Connell, Derek R"
2010,Fall,PHIL,101,0,14,21,13,15,0,4,1,0,1,0,0,3,0,"Craw, John J"
2010,Fall,PHIL,101,3,1,20,22,2,10,3,1,2,0,0,1,1,0,"Coulter, Richard B"
2010,Fall,PHIL,101,0,2,7,7,6,5,2,2,1,2,0,0,0,0,"Remhof, Justin M"
2010,Fall,PHIL,101,0,14,17,13,18,7,2,2,0,0,0,0,3,0,"Harmon, Ian T"
2010,Fall,PHIL,102,0,9,9,12,11,9,5,4,1,1,0,0,0,2,"Plebuch, Damian V"
2010,Fall,PHIL,102,2,7,11,5,9,15,2,1,3,0,0,1,3,0,"Hegger, Ian M"
2010,Fall,PHIL,102,0,5,8,16,11,15,4,3,3,0,0,0,0,0,"Bowen, Adam J"
2010,Fall,PHIL,102,0,10,9,10,15,4,6,2,3,2,0,1,0,1,"Anderson, Lucas J"
2010,Fall,PHIL,103,4,6,10,6,5,2,1,7,1,0,1,0,4,0,"Higgins, Andrew A"
2010,Fall,PHIL,103,4,5,8,7,5,5,2,2,1,0,5,1,2,1,"Tomaszewski, Christopher"
2010,Fall,PHIL,105,0,17,18,16,15,6,2,1,0,1,0,0,0,1,"Wassell, Michael D"
2010,Fall,PHIL,105,0,7,16,10,12,6,5,1,2,1,0,0,1,0,"Strauss, Gregg P"
2010,Fall,PHIL,105,1,8,6,6,10,3,4,0,0,0,0,0,0,0,"Wang, Yirong"
2010,Fall,PHYS,100,18,91,72,44,102,9,18,7,2,0,4,0,0,2,"Gladding, Gary E"
2010,Fall,PHYS,101,35,60,37,31,45,53,54,57,44,23,17,24,4,4,"Gammie, Charles F"
2010,Fall,PHYS,102,14,36,26,22,26,25,24,15,20,6,9,3,3,0,"Chemla, Yann R"
2010,Fall,PHYS,211,112,99,61,61,52,41,35,30,25,22,10,24,13,10,"Stelzer, Timothy J"
2010,Fall,PHYS,212,31,42,33,40,34,42,35,26,25,9,8,4,4,7,"Beck, Douglas H"
2010,Fall,PHYS,212,69,97,66,60,55,87,52,58,45,37,20,6,9,3,"Gladding, Gary E"
2010,Fall,PHYS,213,43,42,37,41,58,47,50,29,26,33,20,11,20,4,"Thaler, Jon J"
2010,Fall,PHYS,214,34,37,50,42,57,47,53,54,41,32,19,7,13,9,"Thaler, Jon J"
2010,Fall,PLPA,407,3,25,13,8,9,8,0,4,2,0,1,0,0,0,"Pataky, Jerald K"
2010,Fall,PS,101,6,12,22,30,30,28,13,15,5,1,4,2,3,2,"Miler, Kristina C"
2010,Fall,PS,101,0,18,0,0,7,0,0,0,0,0,1,0,0,0,"Miller, Joseph T"
2010,Fall,PS,240,12,24,3,5,5,0,2,4,1,0,0,1,5,0,"Kent, Andrea K"
2010,Fall,PS,280,0,5,6,2,4,2,0,2,0,0,0,0,0,0,"Hastings, Laura A"
2010,Fall,PS,280,2,1,6,17,12,5,8,3,3,0,2,0,5,4,"Irish, Adam C"
2010,Fall,PS,300,0,7,11,5,0,0,0,0,0,0,0,0,0,0,"Weir, Bonnie A"
2010,Fall,PS,300,3,11,7,5,6,9,1,1,1,0,0,0,1,0,"Dragu, Tiberiu C"
2010,Fall,PS,300,6,12,13,8,2,2,1,0,0,0,0,0,2,0,"Sin, Gisela"
2010,Fall,PS,300,0,2,1,4,10,0,0,5,0,0,1,0,0,0,"Malekafzali, Farhad"
2010,Fall,PSYC,100,3,9,5,5,2,3,2,2,0,0,0,0,1,0,"Jessee, Allison C"
2010,Fall,PSYC,100,7,15,11,25,15,8,7,5,1,0,0,0,1,0,"Nowak, Brenna M"
2010,Fall,PSYC,100,9,24,14,33,31,21,22,14,5,4,10,0,10,3,"Luke, Steven G"
2010,Fall,PSYC,100,3,92,0,0,83,0,0,88,0,0,5,0,8,1,"Srull, Thomas K"
2010,Fall,PSYC,100,4,11,11,12,17,12,7,8,2,2,3,1,2,0,"Seiler, Stephanie N"
2010,Fall,PSYC,100,5,13,8,16,21,12,7,5,1,1,2,1,1,0,"Bohn, Lauren E"
2010,Fall,PSYC,100,6,8,4,23,16,8,11,7,4,0,2,1,0,0,"Jensen, Melinda S"
2010,Fall,PSYC,100,11,3,21,28,19,19,19,17,8,5,5,4,8,3,"Travis, Lisa L"
2010,Fall,PSYC,100,7,3,11,23,13,9,4,10,2,2,3,1,2,0,"Lustig, Audrey G"
2010,Fall,PSYC,100,7,23,13,12,10,7,8,3,2,3,1,1,1,0,"Lam, Tuan Q"
2010,Fall,PSYC,100,4,9,7,27,17,10,6,3,4,3,1,0,1,1,"Jones, Erin L"
2010,Fall,PSYC,100,5,7,6,13,19,11,8,8,1,2,3,1,7,1,"Baym, Carol"
2010,Fall,PSYC,100,10,17,15,32,38,15,13,12,11,5,4,5,6,1,"Grison Sullivan, Sarah"
2010,Fall,PSYC,100,5,10,8,15,24,6,10,4,4,1,4,0,3,1,"Finley, Jason R"
2010,Fall,PSYC,201,34,17,6,13,6,7,4,2,0,0,1,0,0,0,"Cohn, Steven J"
2010,Fall,PSYC,201,37,20,10,3,10,5,5,1,0,0,0,1,0,1,"Jeon, Gahyun"
2010,Fall,PSYC,201,27,17,11,8,13,7,3,5,0,1,0,0,0,0,"Guo, Jing"
2010,Fall,PSYC,201,30,18,5,11,7,4,4,5,3,1,0,1,4,1,"Yang, Yung-Jui"
2010,Fall,PSYC,238,0,19,17,17,14,11,8,2,1,0,2,1,1,0,"Agoston, Anna M"
2010,Fall,PSYC,238,0,5,6,6,9,5,4,0,0,0,0,0,1,0,"Joseph, Nancy"
2010,Fall,PSYC,238,7,19,19,18,14,9,8,1,0,2,1,0,0,0,"Sprague, Jenessa C"
2010,Fall,PSYC,238,8,11,25,17,14,11,6,1,1,0,0,0,2,0,"Manjrekar, Eishita"
2010,Fall,PSYC,238,1,17,17,16,19,7,7,4,1,1,3,0,0,0,"Salusky, Ida Shiela R"
2010,Fall,PSYC,456,1,22,8,2,11,2,3,6,3,0,1,1,0,1,"Morrow, Daniel G"
2010,Fall,RHET,105,0,3,6,7,4,1,0,0,0,0,0,0,1,0,"Joseph, Terra D"
2010,Fall,RHET,105,0,11,18,11,4,0,0,0,0,0,0,0,0,0,"Karns, Sean"
2010,Fall,RHET,105,0,7,6,10,9,5,2,2,2,1,0,0,0,0,"Tong, Xiao Di"
2010,Fall,RHET,105,0,21,0,0,0,0,0,0,0,0,0,0,1,0,"Chanda, Debojoy"
2010,Fall,RHET,105,0,31,6,2,0,1,0,1,1,0,0,0,1,0,"Wood, Elaine S"
2010,Fall,RHET,105,0,5,8,4,2,0,1,0,0,1,0,0,0,0,"Gray, Sarah M"
2010,Fall,RHET,105,0,10,14,10,6,0,1,0,1,0,0,0,1,0,"Boynton, Tom"
2010,Fall,RHET,105,3,20,7,7,5,0,0,0,0,1,0,0,0,0,"Olinger, Andrea"
2010,Fall,RHET,105,7,22,4,4,4,0,0,0,2,0,0,0,1,0,"Hapke, Gail L"
2010,Fall,RHET,105,1,6,10,0,3,1,0,0,0,1,0,0,0,0,"McGrath, Patrick J"
2010,Fall,RHET,105,0,6,5,5,1,1,0,0,1,0,1,0,2,0,"Brabant, Stephanie M"
2010,Fall,RHET,105,0,7,5,14,18,0,0,0,0,0,0,0,0,0,"Runkle, Stephen A"
2010,Fall,RHET,105,0,17,0,0,0,2,1,1,0,0,0,0,1,0,"Wong, Jessica"
2010,Fall,RHET,105,3,9,8,7,11,3,2,0,0,0,0,0,1,0,"Penn, Darren K"
2010,Fall,RHET,105,0,7,24,8,0,4,0,0,0,0,0,0,1,0,"Williams, Kyle J"
2010,Fall,RHET,105,0,7,17,11,15,8,3,1,1,1,0,0,1,0,"Wright, David C"
2010,Fall,RHET,105,4,8,17,8,5,2,0,0,0,0,0,0,0,0,"Ridgway, Franklin W"
2010,Fall,RHET,105,24,8,0,2,8,0,1,0,0,0,0,0,0,1,"Herakovich, Thomas"
2010,Fall,RHET,105,0,5,6,4,5,1,0,0,0,0,0,0,1,0,"Cavallaro, Alexandra"
2010,Fall,RHET,105,2,11,5,2,0,0,0,2,0,0,0,0,0,0,"Garcia-Crespo, Naida"
2010,Fall,RHET,105,1,13,4,3,1,0,0,0,0,0,0,0,0,0,"Thom, Jessica L"
2010,Fall,RHET,105,0,12,2,3,2,1,1,0,0,0,0,0,0,0,"Kainulainen, Maggie J"
2010,Fall,RHET,105,0,10,5,2,1,0,1,0,0,0,0,0,3,0,"Dick, Norah K"
2010,Fall,RHET,105,0,15,21,15,6,3,1,0,0,1,0,1,2,0,"Hays, Mary L"
2010,Fall,RHET,105,11,21,8,0,1,0,0,0,0,0,1,0,1,1,"Lee, Jean Y"
2010,Fall,RHET,105,0,2,13,8,8,8,2,2,1,0,0,0,0,0,"Thiess, Derek J"
2010,Fall,RHET,105,3,7,8,1,0,0,1,0,0,0,0,0,1,0,"Fadely, Jonathan P"
2010,Fall,RHET,105,0,13,2,2,3,2,0,0,0,0,0,0,0,0,"Livingston, Julia R"
2010,Fall,RHET,105,0,3,18,8,8,5,3,0,0,1,0,0,0,0,"Odom, Michael J"
2010,Fall,RHET,105,0,8,4,4,2,2,0,0,0,0,0,0,1,0,"Hetrick, Ashley L"
2010,Fall,RHET,105,0,0,8,10,2,2,0,0,0,0,0,0,0,0,"Ernstmeyer, Phillip W"
2010,Fall,RHET,105,9,24,1,3,4,2,0,0,0,0,0,0,1,0,"Cooper, Bethany R"
2010,Fall,RHET,105,2,9,5,2,1,0,0,0,0,0,1,0,2,0,"Oliverio, Lisa"
2010,Fall,RHET,105,2,12,6,0,0,0,0,0,1,0,1,0,0,0,"Weber, Rebecca"
2010,Fall,RHET,105,0,2,12,12,13,2,0,0,0,0,0,0,3,0,"Dahlquist, Mark"
2010,Fall,RHET,105,4,12,6,8,6,2,0,0,0,1,1,1,1,2,"Cottingham, Mary Rose"
2010,Fall,RHET,105,0,13,5,1,2,0,0,0,0,0,0,0,0,1,"Wong, Daniel S"
2010,Fall,RHET,105,0,5,4,5,6,2,0,0,0,0,0,0,0,0,"Larsen, Linda"
2010,Fall,RHET,105,0,2,4,2,9,1,1,1,0,0,0,0,1,0,"Garber, Cecily R"
2010,Fall,RHET,105,0,21,13,4,3,0,0,0,1,0,0,0,0,1,"Luttfring, Sara D"
2010,Fall,RHET,105,0,10,4,3,1,2,1,1,0,0,0,0,0,0,"Caudill, Cody"
2010,Fall,RHET,105,0,5,6,5,3,1,0,0,2,0,0,0,0,0,"Clements, Jill H"
2010,Fall,RHET,105,0,20,7,10,2,0,0,2,1,0,0,0,2,0,"Moss, Andrew P"
2010,Fall,RHET,105,0,20,19,10,10,2,0,1,0,0,0,0,3,0,"Shea, Anne O"
2010,Fall,RHET,105,0,3,10,6,3,0,0,0,0,0,0,0,0,0,"Saunders, Pamela A"
2010,Fall,RHET,105,0,5,9,2,3,0,0,0,2,0,0,0,0,0,"McCormick, Julie M"
2010,Fall,RHET,233,0,5,3,4,8,2,0,0,0,0,0,0,0,0,"Runkle, Stephen A"
2010,Fall,RLST,104,0,40,0,0,34,0,0,6,0,0,0,0,2,0,"Zusman, Steven A"
2010,Fall,RLST,104,0,33,0,0,24,0,0,13,0,0,3,0,3,0,"Gopalakrishnan, Suchithra"
2010,Fall,RLST,104,0,26,0,0,11,0,0,6,0,0,4,0,0,0,"Modi, Sonal Mithal S"
2010,Fall,RLST,104,0,48,0,0,26,0,0,6,0,0,1,0,1,0,"Evers, John R"
2010,Fall,RLST,104,0,37,0,0,34,0,0,6,0,0,3,0,0,1,"You, Yu-Shan"
2010,Fall,RLST,110,3,13,19,8,9,3,1,1,0,0,0,0,0,0,"Shrader, Sara L"
2010,Fall,RLST,110,5,14,12,16,14,12,4,2,0,1,0,1,0,0,"Raybeck, Nathan D"
2010,Fall,RLST,110,1,7,4,5,9,8,8,2,2,1,2,0,0,1,"Scoville, Michael"
2010,Fall,RLST,110,1,4,4,4,8,4,0,1,0,0,0,0,0,0,"Thibert, Jeffrey R"
2010,Fall,RST,200,9,18,0,27,16,0,4,0,0,0,0,0,0,0,"Costa, Carla A"
2010,Fall,RST,255,4,10,16,6,10,8,3,4,2,0,2,0,1,1,"Hardin, Donald R"
2010,Fall,SHS,120,0,82,0,0,73,0,0,20,0,0,5,0,2,1,"Hadley, Pamela A"
2010,Fall,SHS,120,0,327,0,0,16,0,0,13,0,0,7,0,10,0,"Cravens, Jennifer J"
2010,Fall,SHS,121,1,5,8,1,1,5,2,0,0,0,1,0,0,0,"Dramin Weiss, Susan M"
2010,Fall,SHS,121,0,5,4,6,6,0,0,2,0,0,0,0,0,0,"Haring, Donald L"
2010,Fall,SHS,121,4,11,12,7,4,3,0,0,1,0,0,1,4,0,"Carrington, Edwin H"
2010,Fall,SHS,321,0,8,8,9,4,4,5,2,1,0,2,0,4,0,"Carrington, Edwin H"
2010,Fall,SOC,100,5,16,11,8,2,8,3,0,2,0,0,0,1,0,"Peach, Matthew"
2010,Fall,SOC,100,13,7,7,2,1,0,0,0,0,0,0,0,0,0,"Atkins, Laura B"
2010,Fall,SOC,100,3,19,4,2,0,0,0,0,0,0,0,0,0,1,"Steward, Daniel J"
2010,Fall,SOC,100,10,14,14,13,6,11,3,2,2,2,1,2,1,0,"Yoon, Soo-Yeon"
2010,Fall,SOC,100,29,7,14,2,5,1,0,0,0,0,0,0,0,1,"Kim, Soo Mee"
2010,Fall,SOC,100,23,14,5,6,2,2,0,1,3,0,0,0,0,1,"Pacheco-McEvoy, Rodrigo"
2010,Fall,SOC,100,34,9,11,3,1,0,0,0,0,0,0,0,0,0,"Fieseler, Carlie M"
2010,Fall,SOC,100,8,17,7,7,11,3,1,0,1,1,0,0,1,0,"Brown-Davis, Nicole M"
2010,Fall,SOC,396,18,6,2,2,0,0,0,0,0,0,0,0,0,0,"Genis Adas, Serife"
2010,Fall,SOCW,200,24,6,13,3,4,5,9,1,0,0,0,0,2,0,"Hack-Ritzo, Samantha M"
2010,Fall,SOCW,401,0,36,6,3,1,0,0,0,0,0,0,0,0,0,"Carter-Black, Janet D"
2010,Fall,SOCW,427,0,14,11,3,0,0,0,0,0,0,0,0,0,0,"Zhan, Min"
2010,Fall,SOCW,500,7,11,5,1,0,1,0,0,0,0,0,0,0,0,"Deyoung, Lori A"
2010,Fall,SOCW,500,0,17,10,10,14,0,0,1,0,0,0,0,0,0,"Eamon, Mary K"
2010,Fall,SOCW,506,0,19,0,1,1,0,0,0,0,0,0,0,0,0,"Swinford, Laura L"
2010,Fall,SOCW,532,0,23,0,0,1,0,0,0,0,0,0,0,0,0,"Fessler, Sherrie M"
2010,Fall,SOCW,552,8,9,6,11,12,4,0,0,0,0,0,0,0,0,"Ostler, Teresa A"
2010,Fall,SOCW,589,0,8,7,9,9,2,0,0,0,0,0,0,0,0,"Bolden, Michelle H"
2010,Fall,SOCW,589,0,27,30,16,16,0,0,0,0,0,0,0,0,0,"Kopels, Sandra L"
2010,Fall,SPAN,103,0,8,5,7,4,6,2,3,1,1,2,0,3,0,"Hart, Brent F"
2010,Fall,SPAN,122,1,9,13,2,13,5,6,9,1,1,1,2,1,0,"Hetrovicz, Lauren N"
2010,Fall,SPAN,122,0,5,8,5,6,6,2,4,2,1,0,0,5,0,"West, Sarah M"
2010,Fall,SPAN,122,1,4,6,7,7,2,5,5,2,0,4,0,2,0,"Philipps, Gaston A"
2010,Fall,SPAN,122,1,8,12,12,6,5,8,5,1,2,2,1,3,1,"Rodriguez, Itxaso"
2010,Fall,SPAN,122,0,2,12,7,8,8,9,3,3,5,1,1,7,0,"Waters, Melanie J"
2010,Fall,SPAN,122,2,9,12,6,8,8,0,5,6,5,2,1,1,0,"De Angelo, Christina A"
2010,Fall,SPAN,122,3,11,6,10,13,6,3,5,4,2,1,3,1,0,"Pittman, Kristina"
2010,Fall,SPAN,141,2,4,6,1,3,2,1,1,1,0,0,1,0,0,"Kim, Ji Young"
2010,Fall,SPAN,141,5,8,5,5,11,5,0,1,1,1,1,0,0,0,"Perez Nunez, Antonio B"
2010,Fall,SPAN,141,2,4,3,2,2,2,1,1,2,1,0,0,1,0,"Mayans Ramon, Damaris"
2010,Fall,SPAN,141,1,6,2,3,2,2,2,1,0,0,0,1,1,0,"Perret, Sally A"
2010,Fall,SPAN,200,17,37,29,19,19,4,2,1,0,0,2,0,1,0,"Hackbarth, Viktoria"
2010,Fall,SPAN,200,3,11,6,4,6,1,1,2,0,0,1,0,0,0,"Rofes Herrera, Roma"
2010,Fall,SPAN,200,2,7,4,6,4,4,3,0,0,0,0,0,0,0,"Chaidez, Cornelio"
2010,Fall,SPAN,200,3,9,4,2,5,2,1,2,0,0,1,0,0,0,"Vasquez, Carina"
2010,Fall,SPAN,200,5,11,7,5,5,0,1,0,0,0,0,0,0,0,"Nadeu Rota, Marianna"
2010,Fall,SPAN,204,3,3,3,1,8,0,1,1,2,1,0,0,0,0,"Morales, Alexandra"
2010,Fall,SPAN,204,6,13,14,9,14,5,0,3,0,0,0,0,1,0,"Lieberman, Amos J"
2010,Fall,SPAN,204,6,16,14,12,12,3,3,2,0,0,0,0,0,0,"Crespo del Rio, Claudia"
2010,Fall,SPAN,204,16,33,10,6,10,6,1,1,0,1,2,1,1,0,"Mendiola-Sanche, Olatz"
2010,Fall,SPAN,326,0,14,10,11,4,3,0,1,1,0,0,0,0,0,"Castro, William"
2010,Fall,SPAN,326,1,16,8,1,0,0,0,1,0,0,0,0,0,0,"Goldman, Dara E"
2010,Fall,SPED,117,73,102,21,17,16,5,3,1,0,1,1,0,4,0,"Bentz, Johnell L"
2010,Fall,SPED,205,35,31,5,11,6,2,1,2,0,0,0,0,0,0,"Carty, Susan J"
2010,Fall,SPED,405,24,32,9,6,13,3,0,4,0,0,2,0,0,0,"Carty, Susan J"
2010,Fall,STAT,100,1,77,2,0,12,2,0,5,0,0,2,0,1,0,"Zhang, Jingfei"
2010,Fall,STAT,100,1,41,18,17,61,22,25,28,5,7,12,1,8,1,"Monrad, Ditlev"
2010,Fall,STAT,100,12,30,28,15,16,4,0,5,2,0,1,1,1,0,"Wang, Peng"
2010,Fall,STAT,100,155,239,125,84,52,20,18,26,14,9,9,3,5,3,"Fireman, Ellen S"
2010,Fall,STAT,400,11,28,23,25,23,18,13,16,3,6,5,1,0,1,"Hua, Lanqing"
2010,Fall,TAM,210,6,11,16,30,25,36,28,33,25,6,18,11,10,0,"Keane, Richard D"
2010,Fall,TAM,211,10,15,39,63,33,40,41,47,18,25,17,0,13,8,"Keane, Richard D"
2010,Fall,TAM,251,7,8,0,1,19,1,10,14,4,3,10,8,11,4,"Starzewski, Martin O"
2010,Fall,THEA,100,3,69,0,0,6,2,0,4,0,1,1,0,1,2,"Ciofalo, Terry A"
2010,Fall,UP,494,0,5,4,9,14,0,11,1,3,0,0,2,1,0,"Feser, Edward"
2010,Spring,AAS,100,5,41,10,3,4,1,0,0,0,0,0,0,0,1,"Pyon, Heekyong T"
2010,Spring,AAS,100,24,30,4,2,4,0,0,1,0,0,0,0,0,0,"Lee, Alexander J"
2010,Spring,AAS,100,0,25,23,8,7,2,0,0,0,0,0,0,0,0,"Arnaldo, Constancio"
2010,Spring,AAS,120,0,29,14,11,6,4,0,0,0,0,0,0,0,0,"Lee, Sandra"
2010,Spring,AAS,120,0,12,19,18,8,4,0,0,0,0,0,0,0,0,"Komaki, Ryuta"
2010,Spring,ACCY,200,2,21,1,2,0,0,0,0,0,0,0,0,0,0,"Finnegan, Thomas"
2010,Spring,ACCY,201,2,10,23,23,21,4,6,1,0,0,3,0,2,0,"Cantrell, Andrea M"
2010,Spring,ACCY,201,0,10,20,15,19,12,6,1,1,0,6,0,4,0,"Sester, Mallory L"
2010,Spring,ACCY,201,1,11,19,25,26,6,4,1,0,0,0,0,0,0,"Ledebuhr, Jeffrey R"
2010,Spring,ACCY,202,5,29,5,23,14,6,1,10,0,0,1,0,0,0,"Haupt, Elizabeth W"
2010,Spring,ACCY,202,3,19,3,30,18,4,2,5,1,0,0,0,0,0,"Miller, Michael J"
2010,Spring,ACCY,202,2,16,1,17,17,4,4,5,2,0,1,0,0,0,"Mokry, Jennifer A"
2010,Spring,ACCY,202,2,22,1,12,9,0,1,3,0,0,0,0,0,0,"LaRoe, Rebecca F"
2010,Spring,ACCY,202,0,22,2,14,17,2,4,6,1,0,0,0,1,0,"Reed, Paul M"
2010,Spring,ACCY,202,1,27,2,30,11,2,4,9,0,0,0,0,1,0,"Tanner, Katherine E"
2010,Spring,ACCY,202,3,15,2,12,22,5,4,13,2,0,0,0,0,0,"Foley, John M"
2010,Spring,ACCY,202,2,19,1,16,16,2,5,7,0,0,0,0,0,0,"Diamond, Joseph W"
2010,Spring,ACCY,301,5,13,40,35,12,9,3,1,1,0,0,0,0,0,"Zhou, Hailan"
2010,Spring,ACCY,302,3,26,23,28,32,4,10,2,0,1,0,0,0,0,"Farrell, Anne M"
2010,Spring,ACCY,302,2,6,10,9,5,4,0,0,1,0,0,0,0,0,"Krische, Susan D"
2010,Spring,ACCY,303,3,13,16,23,16,14,0,2,0,0,0,0,0,0,"Li, Wei"
2010,Spring,ACCY,303,3,20,17,14,24,8,2,0,2,0,1,0,0,0,"Li, Siyi"
2010,Spring,ACCY,303,1,7,10,4,6,3,2,0,0,0,0,0,0,0,"Sandretto, Michael J"
2010,Spring,ACCY,304,1,16,17,12,29,14,5,0,0,1,0,0,0,0,"Smith, Steven"
2010,Spring,ACCY,304,15,5,14,14,23,12,3,4,0,0,0,0,0,0,"Bol, Jasmijn C"
2010,Spring,ACCY,312,0,4,4,11,4,5,1,0,1,0,0,0,0,0,"Varadharajan, Anupama"
2010,Spring,ACCY,312,0,14,12,29,12,9,6,6,4,0,0,0,0,0,"Lisowsky, Petro"
2010,Spring,ACCY,405,0,20,13,14,13,3,1,0,1,0,0,0,0,0,"Grenier, Jonathan H"
2010,Spring,ACCY,405,2,10,7,4,7,1,0,1,0,0,0,0,0,0,"Pike, Joel E"
2010,Spring,ACCY,405,1,15,4,8,4,0,0,0,0,0,0,0,0,0,"McHugh, Marion E"
2010,Spring,ACCY,504,7,25,24,11,18,0,0,0,0,0,0,0,0,0,"Turner, Cynthia W"
2010,Spring,ACCY,510,0,12,15,20,23,20,5,2,1,0,0,0,0,0,"Doogar, Rajib K"
2010,Spring,ACCY,510,0,6,8,9,8,2,0,0,0,0,0,0,0,1,"Polinski, Paul W"
2010,Spring,ACCY,511,1,15,15,22,9,5,0,1,0,0,0,0,0,0,"Sougiannis, Theodore"
2010,Spring,ACCY,511,0,9,12,12,5,0,0,0,0,0,0,0,0,0,"Abdel-Khalik, Ahmed R"
2010,Spring,ACCY,511,5,24,49,20,19,0,0,0,0,0,0,0,0,0,"Narayanamoorthy, Ganapath"
2010,Spring,ACCY,515,0,18,12,10,11,1,0,0,0,0,0,0,0,0,"Hobson, Jessen L"
2010,Spring,ACCY,515,1,18,11,17,12,1,0,0,0,0,0,0,0,0,"McHugh, Marion E"
2010,Spring,ACCY,517,0,5,6,11,0,0,0,0,0,0,0,0,0,0,"Abdel-Khalik, Ahmed R"
2010,Spring,ACCY,517,2,5,12,17,40,20,0,0,0,0,0,0,0,0,"Imhoff, Eugene A"
2010,Spring,ACCY,553,3,4,9,6,6,1,0,0,0,0,0,0,0,0,"Engle, Howard S"
2010,Spring,ACCY,553,1,14,11,13,23,0,0,0,0,0,0,0,0,0,"Sternburg, Thomas"
2010,Spring,ACCY,553,1,3,11,5,9,0,0,0,0,0,0,0,0,0,"Lawler, Michael R"
2010,Spring,ACE,100,3,13,9,26,42,31,17,18,9,7,5,3,9,0,"Goldsmith, Peter D"
2010,Spring,ACE,161,0,135,0,0,12,0,0,2,0,0,0,0,0,0,"Lo, Alexander C"
2010,Spring,ACE,161,0,78,0,0,26,0,0,21,0,0,8,0,7,1,"Rogalla, Valerie"
2010,Spring,ACE,360,8,24,9,4,11,2,2,0,3,1,1,1,0,0,"Doehring, Todd A"
2010,Spring,ADV,300,70,313,39,23,133,8,12,27,2,1,5,1,9,3,"Hall, Steven R"
2010,Spring,ADV,300,0,0,1,7,9,8,8,6,2,0,1,0,1,0,"Slater, Janet S"
2010,Spring,ADV,410,9,47,39,18,6,1,0,0,0,0,0,0,0,0,"Olson, Katrina M"
2010,Spring,ADV,411,19,45,26,11,9,4,0,1,0,0,1,0,0,0,"Giardina, Michael D"
2010,Spring,ADV,483,1,15,22,19,14,5,1,0,0,0,0,0,0,0,"Clifton, Rhiannon L"
2010,Spring,ADV,493,5,8,8,13,14,1,3,2,0,0,0,1,0,0,"Ceisel, Christina M"
2010,Spring,AE,441,1,3,9,9,12,1,0,1,0,0,0,0,0,0,"Coverstone, Victoria L"
2010,Spring,AFRO,100,0,11,16,2,6,5,1,2,0,2,1,0,1,1,"Johannes, Mary E"
2010,Spring,AFRO,100,0,7,10,2,2,1,0,0,0,0,0,1,0,0,"Hamilton, Jonathan L"
2010,Spring,AGED,260,6,7,3,4,2,1,0,0,0,0,0,0,0,0,"Flournoy, Corey"
2010,Spring,AGED,260,7,49,10,6,5,3,3,1,1,1,0,0,3,0,"Burgoon, Lisa A"
